propretyId,propretyBookingId,guestGender,guestBirthDate,adults,children,babies,doubleBeds,singleBeds,startDate,endDate,Location
4332059050,8673351634,Female,1996-08-14,5,1,2,1,1,2022-01-30,2022-04-11,BR
9813987626,7186251870,Male,1950-08-10,5,0,3,0,0,2022-01-20,2022-07-19,ID
9495548497,0846023830,Female,1959-05-09,3,0,3,0,5,2022-02-09,2022-04-14,CN
5864000957,3858906034,Male,1964-01-07,4,2,0,3,0,2022-02-24,2022-06-11,CN
3408781621,5988509711,Male,1997-09-05,4,0,4,1,1,2022-02-02,2022-04-28,CN
3347759273,5424515789,Male,1971-01-19,3,4,3,1,1,2022-02-04,2022-06-14,CN
1738075710,5951100623,Female,1973-08-20,5,2,3,2,2,2022-01-28,2022-06-19,SE
2515815405,7009676038,Female,1958-04-26,4,3,3,0,4,2022-01-31,2022-07-10,ID
4523197342,5313267663,Female,1995-05-10,3,3,4,3,4,2022-01-29,2022-04-30,TH
6896485914,8376488449,Female,1972-01-24,4,0,3,3,1,2022-02-18,2022-06-12,ID
6993670739,6219490584,Female,1965-10-18,4,5,5,0,0,2022-02-14,2022-07-19,FR
2663990671,2681028523,Female,1950-11-02,3,4,0,3,2,2022-02-03,2022-04-25,ID
6278297345,8176400866,Male,1954-07-06,5,2,3,0,4,2022-02-11,2022-06-19,CZ
3491330335,7344181800,Male,1965-01-14,2,3,2,1,5,2022-02-20,2022-08-14,CN
0248118862,9699606738,Female,1961-12-27,2,3,1,3,3,2022-02-18,2022-08-18,PL
7741769316,5670343727,Male,1964-10-26,3,1,1,1,5,2022-02-07,2022-05-22,UA
8084136380,6219732049,Male,1993-05-12,4,2,5,2,3,2022-01-26,2022-06-12,ID
6773717345,0969986912,Male,1975-05-10,5,0,2,0,4,2022-02-17,2022-05-17,LU
6679565251,2583475193,Female,1964-05-16,4,3,0,2,2,2022-02-05,2022-06-07,FR
0064368068,5983561537,Female,1987-08-12,2,4,1,1,0,2022-01-27,2022-05-29,PK
7667163154,0627093590,Female,1997-02-11,5,5,1,0,3,2022-02-09,2022-05-15,TD
6854565812,5607929949,Male,1967-04-01,1,3,5,3,4,2022-01-29,2022-05-12,US
7744503449,4174234728,Male,1974-04-28,3,4,1,0,0,2022-01-23,2022-07-20,CN
6678279786,8623598865,Male,1967-04-22,1,2,0,1,1,2022-02-20,2022-04-17,BR
6554649794,0425745937,Male,1975-05-08,3,4,3,3,4,2022-02-21,2022-05-17,CN
9338704602,9557553634,Male,1975-10-31,4,4,2,1,5,2022-02-23,2022-05-03,ID
2931100935,2073965873,Male,1980-11-24,5,2,3,3,1,2022-02-05,2022-04-13,NL
5420089769,6698945498,Female,1979-07-22,2,4,0,0,1,2022-02-21,2022-07-05,FR
5866784459,1304668673,Female,1965-12-28,3,4,5,0,2,2022-02-03,2022-07-21,LY
0218511531,9015197164,Female,1956-08-26,5,3,5,2,3,2022-01-25,2022-08-07,CN
2126677257,7888442560,Female,1995-01-21,4,1,1,3,3,2022-02-20,2022-06-29,BR
0551816368,4900717819,Male,1983-03-18,5,3,5,3,3,2022-02-24,2022-07-14,PL
7202964996,2294823095,Female,1964-02-27,5,3,1,1,4,2022-02-16,2022-08-15,HN
5149710458,8407744743,Female,1959-05-23,4,2,1,2,1,2022-02-12,2022-06-12,CN
0901487430,0674978927,Male,1991-05-11,5,2,5,1,4,2022-02-05,2022-05-06,ID
5908703133,0939418576,Female,1994-02-24,2,5,3,0,1,2022-01-28,2022-06-15,PL
2271697808,7967205979,Male,1959-03-23,1,3,3,0,5,2022-02-21,2022-08-09,PH
9962930529,6896349670,Female,1957-04-12,3,5,4,2,5,2022-02-14,2022-04-08,ID
8232605103,2689681390,Female,1978-09-02,5,4,1,3,5,2022-01-29,2022-07-11,RU
7509082323,6372109158,Female,1976-07-14,2,0,4,2,3,2022-02-20,2022-07-14,AR
1466755865,0787580902,Female,1992-02-07,2,3,3,0,4,2022-02-15,2022-07-03,CN
6481666236,7601183696,Male,1958-10-12,2,5,3,1,2,2022-01-27,2022-06-06,PT
6035431828,2362043304,Female,1964-04-29,3,1,0,0,3,2022-02-13,2022-06-25,PH
3449812459,5238992696,Male,1967-12-08,2,4,0,3,0,2022-01-30,2022-05-31,BR
7552454660,6957268748,Male,1954-05-06,1,2,0,2,1,2022-02-07,2022-04-08,CN
7460205842,9995650010,Male,1950-09-09,3,3,0,3,1,2022-01-20,2022-04-30,CN
3220373941,6287316802,Male,1952-01-16,3,2,5,0,4,2022-02-16,2022-04-12,CN
1576262022,3671487313,Female,1978-08-31,2,3,1,3,1,2022-02-01,2022-06-05,PK
4753528871,9784275341,Female,1989-07-11,2,5,2,3,5,2022-01-23,2022-05-31,CN
2280657449,8082313315,Female,1962-05-04,4,5,4,2,4,2022-02-07,2022-04-24,TM
2999488963,5613394415,Male,1957-08-26,3,1,5,0,1,2022-01-21,2022-07-11,KZ
8282791725,8876547762,Female,1985-11-09,3,5,5,2,4,2022-02-11,2022-05-26,RU
2889327868,5999580617,Female,1981-02-17,4,4,0,3,5,2022-01-26,2022-04-03,ID
4329089696,3404635205,Male,1989-04-08,4,2,4,3,5,2022-01-26,2022-07-14,CN
3751808493,7459271500,Male,1958-04-05,1,5,0,0,0,2022-02-13,2022-07-30,BR
9486040273,5294591774,Male,1976-01-18,1,4,4,0,0,2022-02-14,2022-07-24,CA
6823425393,9313324156,Female,1995-06-28,1,1,2,3,1,2022-01-29,2022-04-15,SO
0351896120,7576050322,Male,1995-10-27,1,2,5,3,5,2022-02-01,2022-06-15,KY
5780250456,3019812194,Male,1998-01-28,4,3,0,2,2,2022-01-28,2022-07-05,ID
4262537641,4297692643,Female,1994-07-10,1,2,3,1,4,2022-02-09,2022-06-05,FI
